"GEO_ID","NAME","B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Owner occupied:","Margin of Error!!Total:!!Owner occupied:","Estimate!!Total:!!Owner occupied:!!No vehicle available","Margin of Error!!Total:!!Owner occupied:!!No vehicle available","Estimate!!Total:!!Owner occupied:!!1 vehicle available","Margin of Error!!Total:!!Owner occupied:!!1 vehicle available","Estimate!!Total:!!Owner occupied:!!2 vehicles available","Margin of Error!!Total:!!Owner occupied:!!2 vehicles available","Estimate!!Total:!!Owner occupied:!!3 vehicles available","Margin of Error!!Total:!!Owner occupied:!!3 vehicles available","Estimate!!Total:!!Owner occupied:!!4 vehicles available","Margin of Error!!Total:!!Owner occupied:!!4 vehicles available","Estimate!!Total:!!Owner occupied:!!5 or more vehicles available","Margin of Error!!Total:!!Owner occupied:!!5 or more vehicles available","Estimate!!Total:!!Renter occupied:","Margin of Error!!Total:!!Renter occupied:","Estimate!!Total:!!Renter occupied:!!No vehicle available","Margin of Error!!Total:!!Renter occupied:!!No vehicle available","Estimate!!Total:!!Renter occupied:!!1 vehicle available","Margin of Error!!Total:!!Renter occupied:!!1 vehicle available","Estimate!!Total:!!Renter occupied:!!2 vehicles available","Margin of Error!!Total:!!Renter occupied:!!2 vehicles available","Estimate!!Total:!!Renter occupied:!!3 vehicles available","Margin of Error!!Total:!!Renter occupied:!!3 vehicles available","Estimate!!Total:!!Renter occupied:!!4 vehicles available","Margin of Error!!Total:!!Renter occupied:!!4 vehicles available","Estimate!!Total:!!Renter occupied:!!5 or more vehicles available","Margin of Error!!Total:!!Renter occupied:!!5 or more vehicles available",
"1400000US37019020409","Census Tract 204.09; Brunswick County; North Carolina","941","151","801","144","10","18","233","107","419","126","112","75","12","21","15","25","140","98","8","14","120","90","12","22","0","14","0","14","0","14",
"1400000US37019020504","Census Tract 205.04; Brunswick County; North Carolina","1153","130","1089","128","11","16","314","85","658","129","67","43","27","33","12","13","64","22","0","14","47","25","17","19","0","14","0","14","0","14",
"1400000US37019020505","Census Tract 205.05; Brunswick County; North Carolina","1351","234","984","184","0","14","189","74","399","151","219","84","127","74","50","47","367","203","123","159","74","50","152","122","18","29","0","14","0","14",
"1400000US37019020508","Census Tract 205.08; Brunswick County; North Carolina","1602","180","1364","159","9","14","403","144","681","136","203","88","64","78","4","7","238","94","9","15","185","89","30","35","9","17","5","9","0","14",
"1400000US37019020510","Census Tract 205.10; Brunswick County; North Carolina","1377","277","1174","265","2","4","457","206","318","103","232","113","19","23","146","178","203","82","0","14","51","49","104","73","48","49","0","14","0","14",
"1400000US37019020511","Census Tract 205.11; Brunswick County; North Carolina","1059","143","933","138","0","14","324","102","407","108","174","96","22","21","6","10","126","88","3","5","53","59","39","47","31","38","0","14","0","14",
"1400000US37019020512","Census Tract 205.12; Brunswick County; North Carolina","585","83","572","84","9","14","210","55","291","62","41","21","19","13","2","4","13","12","3","5","5","6","5","7","0","14","0","14","0","14",
"1400000US37019020513","Census Tract 205.13; Brunswick County; North Carolina","613","144","526","157","0","14","140","80","238","122","63","62","56","86","29","29","87","56","36","33","26","29","13","19","12","19","0","14","0","14",
"1400000US37019020514","Census Tract 205.14; Brunswick County; North Carolina","1427","181","1251","217","47","37","353","141","577","139","255","94","9","15","10","13","176","128","0","14","11","18","23","27","59","71","71","109","12","19",
"1400000US37019020515","Census Tract 205.15; Brunswick County; North Carolina","2289","353","1998","310","32","30","732","203","1017","287","165","67","30","33","22","33","291","211","0","14","74","69","217","198","0","14","0","14","0","14",
"1400000US37019020516","Census Tract 205.16; Brunswick County; North Carolina","2371","246","2142","247","94","88","693","149","1106","202","206","80","43","40","0","14","229","139","101","116","51","43","77","53","0","14","0","14","0","14",
"1400000US37019020517","Census Tract 205.17; Brunswick County; North Carolina","1338","259","1217","254","4","7","374","153","598","237","206","62","17","20","18","18","121","67","21","25","44","44","41","37","9","17","0","14","6","11",
"1400000US37019020518","Census Tract 205.18; Brunswick County; North Carolina","1757","262","1482","189","13","21","342","106","962","176","58","42","46","35","61","100","275","215","0","14","203","206","52","46","20","28","0","14","0","14",
"1400000US37019020601","Census Tract 206.01; Brunswick County; North Carolina","1920","319","1327","314","45","50","228","102","542","130","328","161","92","89","92","148","593","193","45","36","267","143","213","161","68","76","0","19","0","19",
"1400000US37019020602","Census Tract 206.02; Brunswick County; North Carolina","1969","214","1675","217","20","26","446","177","519","157","424","163","260","175","6","8","294","124","17","22","55","49","123","100","79","55","20","26","0","19",
"1400000US37019020603","Census Tract 206.03; Brunswick County; North Carolina","1343","208","1063","162","22","39","297","124","466","128","164","88","40","33","74","83","280","148","0","14","65","72","31","55","150","119","34","30","0","14",
"1400000US37019990100","Census Tract 9901; Brunswick County; North Carolina","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14",
"1400000US37021000100","Census Tract 1; Buncombe County; North Carolina","522","101","122","46","0","14","91","37","25","22","0","14","0","14","6","8","400","85","240","69","144","47","11","12","0","14","0","14","5","8",
"1400000US37021000200","Census Tract 2; Buncombe County; North Carolina","696","131","310","88","18","22","97","47","169","68","26","35","0","14","0","14","386","109","166","88","116","57","85","51","8","15","11","13","0","14",
"1400000US37021000300","Census Tract 3; Buncombe County; North Carolina","882","169","412","97","10","13","153","59","170","60","57","37","18","21","4","7","470","137","84","57","176","73","97","67","101","98","12","19","0","14",
"1400000US37021000400","Census Tract 4; Buncombe County; North Carolina","1288","181","417","76","7","12","232","76","139","63","39","45","0","14","0","14","871","175","30","30","477","140","324","120","40","42","0","14","0","14",
"1400000US37021000500","Census Tract 5; Buncombe County; North Carolina","1621","191","1084","138","0","14","296","70","546","126","206","74","27","25","9","14","537","143","17","20","331","130","122","57","20","24","47","52","0","14",
"1400000US37021000600","Census Tract 6; Buncombe County; North Carolina","835","166","529","121","45","68","103","51","299","95","45","44","37","37","0","14","306","103","18","20","250","104","27","31","11","16","0","14","0","14",
"1400000US37021000700","Census Tract 7; Buncombe County; North Carolina","738","122","146","56","8","12","15","13","78","35","45","37","0","14","0","14","592","112","122","61","304","83","129","49","37","34","0","14","0","14",
"1400000US37021000800","Census Tract 8; Buncombe County; North Carolina","1208","173","724","137","54","52","181","79","323","108","90","56","51","45","25","30","484","138","34","39","255","98","193","103","0","14","2","4","0","14",
"1400000US37021000900","Census Tract 9; Buncombe County; North Carolina","1284","235","415","165","0","14","163","78","210","152","31","38","11","21","0","14","869","155","435","144","319","130","70","47","45","33","0","14","0","14",
"1400000US37021001000","Census Tract 10; Buncombe County; North Carolina","1915","256","1019","167","23","30","376","115","481","133","100","53","29","34","10","17","896","236","206","178","263","135","314","144","113","103","0","19","0","19",
"1400000US37021001100","Census Tract 11; Buncombe County; North Carolina","2120","251","1327","255","51","71","332","147","646","178","193","95","105","70","0","19","793","232","16","28","256","122","434","201","70","69","17","30","0","19",
"1400000US37021001200","Census Tract 12; Buncombe County; North Carolina","1837","291","1237","203","0","14","437","144","512","158","252","125","36","42","0","14","600","209","46","55","302","142","150","97","86","131","16","27","0","14",
"1400000US37021001300","Census Tract 13; Buncombe County; North Carolina","1553","274","803","161","11","16","137","75","471","134","106","69","51","46","27","32","750","260","105","92","411","234","169","106","63","58","2","4","0","14",
"1400000US37021001401","Census Tract 14.01; Buncombe County; North Carolina","1406","365","600","169","53","50","53","42","292","132","134","97","31","41","37","60","806","313","65","66","451","259","195","155","65","75","30","23","0","14",
"1400000US37021001402","Census Tract 14.02; Buncombe County; North Carolina","1121","313","628","253","9","14","306","256","229","100","66","71","0","14","18","32","493","212","23","54","259","174","161","131","50","66","0","14","0","14",
"1400000US37021001500","Census Tract 15; Buncombe County; North Carolina","1169","202","664","166","12","19","158","99","266","122","188","73","18","29","22","39","505","190","0","14","231","140","227","136","31","45","16","27","0","14",
"1400000US37021001601","Census Tract 16.01; Buncombe County; North Carolina","1589","281","1144","231","12","20","129","91","783","201","161","91","35","29","24","38","445","219","0","14","290","221","89","59","5","9","59","44","2","11",
"1400000US37021001602","Census Tract 16.02; Buncombe County; North Carolina","1692","226","874","132","47","60","215","117","365","120","223","118","7","11","17","26","818","181","95","89","382","169","304","129","37","37","0","14","0","14",
"1400000US37021001700","Census Tract 17; Buncombe County; North Carolina","1334","199","1091","212","7","10","343","149","536","145","169","66","28","27","8","13","243","124","0","14","143","80","6","10","94","125","0","14","0","14",
"1400000US37021001801","Census Tract 18.01; Buncombe County; North Carolina","1781","245","644","144","0","14","286","97","283","111","28","35","23","30","24","37","1137","232","235","119","568","235","260","164","47","47","27","34","0","14",
"1400000US37021001802","Census Tract 18.02; Buncombe County; North Carolina","2048","358","1123","196","0","19","250","104","714","185","115","64","13","20","31","36","925","342","187","126","170","100","469","285","99","75","0","19","0","19",
"1400000US37021001900","Census Tract 19; Buncombe County; North Carolina","2054","461","1325","434","8","13","712","440","389","123","167","87","49","44","0","14","729","156","9","14","432","151","215","81","47","39","26","42","0","14",
"1400000US37021002000","Census Tract 20; Buncombe County; North Carolina","2783","411","1395","262","10","16","722","212","522","170","124","116","17","28","0","19","1388","272","283","196","603","172","439","195","63","65","0","19","0","19",
"1400000US37021002101","Census Tract 21.01; Buncombe County; North Carolina","544","76","529","72","0","14","89","29","223","45","137","33","59","47","21","13","15","11","0","14","4","5","11","10","0","14","0","14","0","14",
"1400000US37021002102","Census Tract 21.02; Buncombe County; North Carolina","1991","399","1152","302","16","34","511","261","419","146","43","57","163","140","0","19","839","233","96","93","359","166","271","150","100","104","13","18","0","19",
"1400000US37021002203","Census Tract 22.03; Buncombe County; North Carolina","2275","364","935","230","33","38","242","152","453","153","118","80","38","46","51","88","1340","337","39","36","906","354","187","122","102","84","27","45","79","62",
"1400000US37021002204","Census Tract 22.04; Buncombe County; North Carolina","3959","589","1464","334","0","19","334","151","799","345","257","154","74","75","0","19","2495","459","325","226","1234","308","633","254","303","149","0","19","0","19",
"1400000US37021002205","Census Tract 22.05; Buncombe County; North Carolina","2611","289","1985","270","11","19","498","211","970","260","318","154","114","72","74","58","626","217","0","19","375","170","157","108","73","102","0","19","21","35",
"1400000US37021002206","Census Tract 22.06; Buncombe County; North Carolina","2207","214","1333","196","14","23","366","154","651","214","110","70","153","139","39","46","874","205","133","108","405","131","332","129","4","8","0","19","0","19",
"1400000US37021002303","Census Tract 23.03; Buncombe County; North Carolina","2611","281","1539","217","37","42","381","148","732","145","302","173","68","74","19","34","1072","232","166","169","412","149","424","185","51","86","19","33","0","19",
"1400000US37021002304","Census Tract 23.04; Buncombe County; North Carolina","544","154","473","147","0","14","82","56","187","83","181","107","2","7","21","25","71","72","0","14","55","69","5","9","11","19","0","14","0","14",
"1400000US37021002305","Census Tract 23.05; Buncombe County; North Carolina","2463","405","1593","206","14","22","390","129","795","186","263","133","128","92","3","14","870","363","0","19","232","171","638","324","0","19","0","19","0","19",
"1400000US37021002306","Census Tract 23.06; Buncombe County; North Carolina","1919","227","1198","181","0","14","558","185","383","113","118","68","134","107","5","9","721","213","156","139","206","110","340","179","19","23","0","14","0","14",
"1400000US37021002401","Census Tract 24.01; Buncombe County; North Carolina","1255","199","988","201","0","14","286","130","365","138","221","142","91","65","25","33","267","126","0","14","151","101","71","78","45","44","0","14","0","14",
"1400000US37021002402","Census Tract 24.02; Buncombe County; North Carolina","1915","335","1090","256","17","31","312","148","414","187","187","79","76","67","84","82","825","266","0","19","488","188","188","131","149","131","0","19","0","19",
"1400000US37021002503","Census Tract 25.03; Buncombe County; North Carolina","1774","310","1459","309","0","14","332","214","602","201","372","163","92","67","61","53","315","121","0","14","157","95","117","77","41","58","0","14","0","14",
"1400000US37021002504","Census Tract 25.04; Buncombe County; North Carolina","1932","241","1290","235","0","19","136","94","555","210","482","193","79","66","38","44","642","230","27","32","243","136","127","95","245","203","0","19","0","19",
"1400000US37021002505","Census Tract 25.05; Buncombe County; North Carolina","1915","258","1430","226","29","34","374","146","486","163","356","146","111","121","74","76","485","179","71","92","199","111","165","95","50","57","0","19","0","19",
"1400000US37021002506","Census Tract 25.06; Buncombe County; North Carolina","1270","163","577","136","0","14","165","85","254","112","92","68","36","37","30","38","693","181","77","82","332","152","257","133","27","35","0","14","0","14",
"1400000US37021002603","Census Tract 26.03; Buncombe County; North Carolina","1304","168","1088","173","37","44","203","91","479","144","274","100","68","50","27","36","216","116","0","14","126","114","66","50","24","24","0","14","0","14",
"1400000US37021002604","Census Tract 26.04; Buncombe County; North Carolina","2148","298","1688","234","74","57","277","121","710","211","514","210","96","72","17","26","460","193","0","19","200","133","143","123","52","56","0","19","65","99",
"1400000US37021002606","Census Tract 26.06; Buncombe County; North Carolina","1746","394","1015","301","0","19","161","95","365","126","322","273","95","62","72","57","731","311","10","17","454","283","168","86","99","65","0","19","0","19",
"1400000US37021002607","Census Tract 26.07; Buncombe County; North Carolina","1642","193","1469","188","20","23","269","71","611","153","397","112","104","75","68","48","173","77","14","22","70","43","89","67","0","14","0","14","0","14",
"1400000US37021002608","Census Tract 26.08; Buncombe County; North Carolina","1622","219","941","229","14","23","300","135","225","106","232","114","170","120","0","14","681","196","18","28","337","153","249","161","18","31","59","69","0","14",
"1400000US37021002609","Census Tract 26.09; Buncombe County; North Carolina","398","84","340","76","5","12","48","44","142","52","88","53","26","33","31","23","58","63","0","14","26","52","23","30","9","15","0","14","0","14",
"1400000US37021002701","Census Tract 27.01; Buncombe County; North Carolina","1402","164","1035","185","18","19","293","151","406","104","246","77","37","30","35","31","367","108","0","14","162","69","161","69","44","44","0","14","0","14",
