"year","month","state","handgun_unadjusted","long_gun_unadjusted","total_unadjusted","handgun_adjusted","long_gun_adjusted","total_adjusted"
2014,"09","Michigan",8632,13453,22085,10555,12110,22665
2000,"09","Michigan",85,25761,25846,99,18950,19049
2001,"09","Michigan",780,26321,27101,910,19453,20363
2016,"09","Michigan",11320,12701,24021,14038,11943,25981
2002,"09","Michigan",2201,21596,23797,2541,16115,18656
2006,"09","Michigan",2309,19346,21655,2698,15534,18231
2016,"10","Michigan",14264,15209,29472,15361,12050,27411
2010,"10","Michigan",1493,15344,16837,1637,12064,13701
2004,"10","Michigan",3165,23341,26506,3242,15912,19153
2005,"10","Michigan",2923,19887,22810,3023,14057,17080
2012,"10","Michigan",1480,17179,18658,1620,14056,15676
2006,"10","Michigan",2321,19632,21953,2438,14292,16730
2007,"10","Michigan",2157,17489,19646,2299,12968,15267
2024,"10","Michigan",18806,22958,41764,18993,19047,38039
2003,"10","Michigan",2863,24913,27776,2931,16411,19342
2014,"10","Michigan",9725,15181,24906,10392,12081,22473
2000,"10","Michigan",96,25556,25652,101,16138,16238
2001,"10","Michigan",1212,26535,27748,1264,16832,18095
2022,"10","Michigan",21652,20899,42551,22674,17591,40266
2015,"10","Michigan",12272,14797,27069,13066,11703,24768
2019,"10","Michigan",10772,14336,25109,11884,11785,23669
2023,"10","Michigan",23899,24198,48096,24551,20159,44710
2013,"10","Michigan",9063,15756,24819,9793,12761,22554
2017,"10","Michigan",11021,14147,25168,11983,11360,23343
2002,"10","Michigan",2319,25112,27431,2387,16146,18533
2021,"10","Michigan",26517,25310,51826,28483,21311,49794
2020,"10","Michigan",39603,32262,71865,43458,26881,70339
2011,"10","Michigan",1158,15085,16244,1273,12205,13477
2008,"10","Michigan",2538,17465,20002,2740,13104,15843
2009,"10","Michigan",2089,15912,18000,2273,12142,14415
2025,"10","Michigan",11059,15908,26968,11034,13216,24250
2018,"10","Michigan",9273,13002,22275,10188,10540,20728
2001,"11","Michigan",1169,29128,30297,1370,16695,18064
2004,"11","Michigan",2658,25577,28235,3063,15564,18628
2005,"11","Michigan",2715,23312,26027,3087,14354,17440
2009,"11","Michigan",2054,18641,20694,2194,11595,13789
2007,"11","Michigan",2096,21154,23250,2311,13095,15406
2015,"11","Michigan",15259,19626,34885,13098,11608,24706
2021,"11","Michigan",27762,29126,56888,25958,18463,44421
2008,"11","Michigan",2969,23205,26173,3224,14398,17622
2019,"11","Michigan",14973,21723,36696,13290,12599,25890
2006,"11","Michigan",2171,23263,25434,2429,14371,16800
2016,"11","Michigan",17750,20431,38181,14848,11744,26592
2003,"11","Michigan",2465,27266,29731,2867,16253,19120
2024,"11","Michigan",20703,29546,50249,18941,18664,37604
2012,"11","Michigan",1640,24685,26325,1626,15135,16760
2010,"11","Michigan",1484,19360,20844,1558,12003,13562
2000,"11","Michigan",96,28483,28579,113,16193,16305
2023,"11","Michigan",26754,30986,57740,24829,19792,44621
2011,"11","Michigan",1130,20200,21330,1159,12466,13625
2025,"11","Michigan",11517,21772,33289,10434,13601,24035
2022,"11","Michigan",25879,27106,52985,24210,17501,41711
2002,"11","Michigan",1968,27996,29964,2297,16311,18608
2017,"11","Michigan",15800,20551,36352,13196,11540,24736
2014,"11","Michigan",9835,19190,29025,8818,11581,20399
2020,"11","Michigan",40006,39868,79874,36707,24369,61075
2013,"11","Michigan",9574,20306,29880,9047,12387,21434
2018,"11","Michigan",12852,19518,32371,10979,10993,21972
2011,"12","Michigan",1571,19110,20681,1335,13034,14370
2006,"12","Michigan",2773,23438,26211,2464,15656,18120
2020,"12","Michigan",38218,33305,71523,32680,25602,58281
